Imputation Method,Feature Selection,Logistic acc,Logistic rec,Logistic prec,Logistic f1,Random Forest acc,Random Forest rec,Random Forest prec,Random Forest f1,MLP acc,MLP rec,MLP prec,MLP f1,SVM acc,SVM rec,SVM prec,SVM f1,Gradient Boosting acc,Gradient Boosting rec,Gradient Boosting prec,Gradient Boosting f1
knn,none,0.930313589,0.870967742,0.940298507,0.90430622,0.93902439,0.917050691,0.921296296,0.919168591,0.928571429,0.912442396,0.9,0.90617849,0.93554007,0.921658986,0.909090909,0.915331808,0.940766551,0.917050691,0.925581395,0.921296296
knn,none,0.93728223,0.899543379,0.933649289,0.91627907,0.930313589,0.908675799,0.908675799,0.908675799,0.940766551,0.913242009,0.930232558,0.921658986,0.940766551,0.894977169,0.946859903,0.920187793,0.911149826,0.894977169,0.875,0.884875847
knn,none,0.930313589,0.886956522,0.935779817,0.910714286,0.93728223,0.92173913,0.92173913,0.92173913,0.945993031,0.926086957,0.938325991,0.932166302,0.930313589,0.87826087,0.943925234,0.90990991,0.926829268,0.917391304,0.901709402,0.909482759
knn,none,0.93902439,0.955357143,0.89539749,0.924406048,0.912891986,0.915178571,0.868644068,0.891304348,0.933797909,0.919642857,0.911504425,0.915555556,0.932055749,0.888392857,0.9342723,0.910755149,0.926829268,0.919642857,0.895652174,0.907488987
knn,none,0.911149826,0.944444444,0.839506173,0.888888889,0.907665505,0.935185185,0.838174274,0.884026258,0.911149826,0.949074074,0.836734694,0.889370933,0.914634146,0.953703704,0.840816327,0.893709328,0.902439024,0.921296296,0.836134454,0.876651982
knn,none,0.93902439,0.890909091,0.946859903,0.918032787,0.940766551,0.927272727,0.918918919,0.923076923,0.93728223,0.895454545,0.938095238,0.91627907,0.940766551,0.890909091,0.951456311,0.920187793,0.951219512,0.940909091,0.932432432,0.936651584
knn,none,0.919860627,0.949308756,0.854771784,0.899563319,0.914634146,0.940092166,0.85,0.892778993,0.911149826,0.917050691,0.857758621,0.886414254,0.912891986,0.917050691,0.861471861,0.888392857,0.914634146,0.949308756,0.844262295,0.893709328
knn,none,0.930313589,0.903225806,0.911627907,0.907407407,0.926829268,0.940092166,0.875536481,0.906666667,0.919860627,0.940092166,0.860759494,0.898678414,0.93554007,0.940092166,0.894736842,0.916853933,0.921602787,0.935483871,0.867521368,0.900221729
knn,none,0.918118467,0.847161572,0.941747573,0.891954023,0.926829268,0.92139738,0.89787234,0.909482759,0.926829268,0.877729258,0.934883721,0.905405405,0.911149826,0.820960699,0.949494949,0.880562061,0.902439024,0.943231441,0.833976834,0.885245902
knn,none,0.919860627,0.889380531,0.905405405,0.897321429,0.916376307,0.915929204,0.877118644,0.896103896,0.921602787,0.889380531,0.909502262,0.899328859,0.907665505,0.89380531,0.874458874,0.884026258,0.923344948,0.902654867,0.902654867,0.902654867
knn,none,0.930313589,0.939534884,0.88209607,0.90990991,0.912891986,0.939534884,0.845188285,0.889867841,0.933797909,0.962790698,0.873417722,0.915929204,0.940766551,0.953488372,0.895196507,0.923423423,0.914634146,0.925581395,0.857758621,0.890380313
knn,none,0.914634146,0.828947368,0.949748744,0.885245902,0.923344948,0.881578947,0.922018349,0.901345291,0.930313589,0.885964912,0.935185185,0.90990991,0.926829268,0.864035088,0.947115385,0.903669725,0.921602787,0.855263158,0.942028986,0.896551724
knn,none,0.912891986,0.867924528,0.893203883,0.880382775,0.914634146,0.919811321,0.859030837,0.888382688,0.923344948,0.886792453,0.903846154,0.895238095,0.923344948,0.872641509,0.915841584,0.893719807,0.904181185,0.886792453,0.858447489,0.872389791
knn,none,0.918118467,0.853556485,0.944444444,0.896703297,0.93728223,0.907949791,0.939393939,0.923404255,0.933797909,0.89958159,0.938864629,0.918803419,0.928571429,0.870292887,0.95412844,0.910284464,0.93554007,0.891213389,0.950892857,0.920086393
knn,none,0.93902439,0.939534884,0.901785714,0.920273349,0.925087108,0.91627907,0.887387387,0.901601831,0.928571429,0.934883721,0.881578947,0.90744921,0.932055749,0.920930233,0.9,0.910344828,0.926829268,0.902325581,0.902325581,0.902325581
knn,none,0.933797909,0.890243902,0.952173913,0.920168067,0.926829268,0.906504065,0.921487603,0.913934426,0.932055749,0.886178862,0.951965066,0.917894737,0.925087108,0.865853659,0.955156951,0.908315565,0.926829268,0.902439024,0.925,0.913580247
knn,none,0.93554007,0.877272727,0.950738916,0.912529551,0.932055749,0.909090909,0.913242009,0.911161731,0.926829268,0.877272727,0.927884615,0.901869159,0.928571429,0.904545455,0.908675799,0.906605923,0.932055749,0.895454545,0.924882629,0.909930716
knn,none,0.916376307,0.886956522,0.902654867,0.894736842,0.916376307,0.92173913,0.876033058,0.898305085,0.916376307,0.873913043,0.913636364,0.893333333,0.907665505,0.869565217,0.896860987,0.883002208,0.918118467,0.92173913,0.87966805,0.900212314
knn,none,0.912891986,0.843049327,0.926108374,0.882629108,0.933797909,0.910313901,0.918552036,0.914414414,0.916376307,0.856502242,0.922705314,0.888372093,0.911149826,0.829596413,0.934343434,0.878859857,0.928571429,0.914798206,0.902654867,0.908685969
knn,none,0.911149826,0.871244635,0.90625,0.888402626,0.918118467,0.91416309,0.8875,0.900634249,0.916376307,0.871244635,0.918552036,0.894273128,0.914634146,0.862660944,0.922018349,0.89135255,0.914634146,0.892703863,0.896551724,0.894623656
knn,none,0.921602787,0.857777778,0.936893204,0.895591647,0.932055749,0.897777778,0.926605505,0.911963883,0.930313589,0.866666667,0.951219512,0.906976744,0.925087108,0.857777778,0.946078431,0.8997669,0.916376307,0.866666667,0.915492958,0.890410959
knn,none,0.925087108,0.882882883,0.920187793,0.901149425,0.898954704,0.833333333,0.898058252,0.864485981,0.921602787,0.882882883,0.911627907,0.897025172,0.919860627,0.869369369,0.919047619,0.893518519,0.905923345,0.824324324,0.924242424,0.871428571
knn,none,0.947735192,0.933333333,0.933333333,0.933333333,0.951219512,0.955555556,0.922746781,0.938864629,0.952961672,0.937777778,0.941964286,0.93986637,0.951219512,0.924444444,0.949771689,0.936936937,0.944250871,0.946666667,0.91416309,0.930131004
knn,AffinityPropagation,0.916376307,0.890909091,0.890909091,0.890909091,0.909407666,0.845454545,0.911764706,0.877358491,0.925087108,0.918181818,0.889867841,0.903803132,0.926829268,0.881818182,0.923809524,0.902325581,0.893728223,0.813636364,0.899497487,0.854415274
knn,AffinityPropagation,0.921602787,0.918918919,0.883116883,0.900662252,0.914634146,0.923423423,0.864978903,0.893246187,0.916376307,0.923423423,0.868644068,0.895196507,0.926829268,0.923423423,0.891304348,0.907079646,0.909407666,0.945945946,0.84,0.889830508
knn,AffinityPropagation,0.912891986,0.935779817,0.85,0.890829694,0.904181185,0.857798165,0.886255924,0.871794872,0.911149826,0.935779817,0.846473029,0.888888889,0.905923345,0.899082569,0.859649123,0.878923767,0.905923345,0.889908257,0.866071429,0.877828054
knn,AffinityPropagation,0.923344948,0.901785714,0.901785714,0.901785714,0.907665505,0.919642857,0.854771784,0.886021505,0.914634146,0.933035714,0.860082305,0.895074946,0.911149826,0.919642857,0.861924686,0.889848812,0.909407666,0.915178571,0.861344538,0.887445887
knn,AffinityPropagation,0.907665505,0.85840708,0.902325581,0.879818594,0.895470383,0.862831858,0.870535714,0.866666667,0.907665505,0.871681416,0.891402715,0.881431767,0.907665505,0.867256637,0.894977169,0.880898876,0.886759582,0.862831858,0.851528384,0.857142857
knn,AffinityPropagation,0.904181185,0.855072464,0.876237624,0.865525672,0.907665505,0.850241546,0.888888889,0.869135802,0.909407666,0.898550725,0.857142857,0.877358491,0.914634146,0.884057971,0.879807692,0.881927711,0.897212544,0.830917874,0.87755102,0.853598015
knn,AffinityPropagation,0.921602787,0.925764192,0.883333333,0.904051173,0.912891986,0.934497817,0.859437751,0.89539749,0.923344948,0.925764192,0.887029289,0.905982906,0.918118467,0.895196507,0.899122807,0.897155361,0.911149826,0.930131004,0.858870968,0.893081761
knn,AffinityPropagation,0.891986063,0.901408451,0.824034335,0.860986547,0.900696864,0.887323944,0.851351351,0.868965517,0.879790941,0.910798122,0.795081967,0.849015317,0.886759582,0.896713615,0.816239316,0.85458613,0.900696864,0.877934272,0.857798165,0.86774942
knn,AffinityPropagation,0.928571429,0.896995708,0.924778761,0.910675381,0.905923345,0.918454936,0.859437751,0.887966805,0.918118467,0.91416309,0.8875,0.900634249,0.921602787,0.896995708,0.908695652,0.902807775,0.893728223,0.905579399,0.844,0.873706004
knn,AffinityPropagation,0.916376307,0.89380531,0.89380531,0.89380531,0.912891986,0.92920354,0.860655738,0.893617021,0.923344948,0.915929204,0.892241379,0.903930131,0.912891986,0.889380531,0.889380531,0.889380531,0.900696864,0.92920354,0.836653386,0.880503145
knn,AffinityPropagation,0.897212544,0.848101266,0.897321429,0.872017354,0.893728223,0.831223629,0.903669725,0.865934066,0.904181185,0.856540084,0.90625,0.880694143,0.912891986,0.869198312,0.915555556,0.891774892,0.881533101,0.82278481,0.882352941,0.851528384
knn,AffinityPropagation,0.888501742,0.824786325,0.893518519,0.857777778,0.890243902,0.807692308,0.913043478,0.857142857,0.891986063,0.799145299,0.925742574,0.857798165,0.890243902,0.837606838,0.886877828,0.861538462,0.898954704,0.863247863,0.885964912,0.874458874
knn,AffinityPropagation,0.886759582,0.941747573,0.785425101,0.856512141,0.857142857,0.975728155,0.723021583,0.830578512,0.867595819,0.980582524,0.737226277,0.841666667,0.867595819,0.922330097,0.76,0.833333333,0.848432056,0.980582524,0.70877193,0.822810591
knn,AffinityPropagation,0.907665505,0.857142857,0.901408451,0.878718535,0.912891986,0.870535714,0.902777778,0.886363636,0.921602787,0.870535714,0.924170616,0.896551724,0.914634146,0.857142857,0.918660287,0.886836028,0.912891986,0.861607143,0.910377358,0.885321101
knn,AffinityPropagation,0.905923345,0.831111111,0.921182266,0.873831776,0.916376307,0.84,0.940298507,0.887323944,0.912891986,0.844444444,0.926829268,0.88372093,0.905923345,0.84,0.913043478,0.875,0.900696864,0.826666667,0.911764706,0.867132867
knn,AffinityPropagation,0.895470383,0.800884956,0.923469388,0.857819905,0.905923345,0.809734513,0.943298969,0.871428571,0.898954704,0.800884956,0.932989691,0.861904762,0.891986063,0.769911504,0.945652174,0.848780488,0.914634146,0.845132743,0.931707317,0.886310905
knn,AffinityPropagation,0.909407666,0.90990991,0.863247863,0.885964912,0.907665505,0.900900901,0.865800866,0.883002208,0.911149826,0.914414414,0.863829787,0.888402626,0.918118467,0.923423423,0.872340426,0.897155361,0.893728223,0.918918919,0.825910931,0.869936034
knn,AffinityPropagation,0.907665505,0.878661088,0.897435897,0.88794926,0.897212544,0.853556485,0.894736842,0.87366167,0.904181185,0.870292887,0.896551724,0.883227176,0.900696864,0.870292887,0.888888889,0.8794926,0.895470383,0.861924686,0.884120172,0.872881356
knn,AffinityPropagation,0.898954704,0.929577465,0.821576763,0.872246696,0.897212544,0.938967136,0.81300813,0.871459695,0.890243902,0.943661972,0.797619048,0.864516129,0.890243902,0.924882629,0.807377049,0.86214442,0.891986063,0.924882629,0.810699588,0.864035088
knn,AffinityPropagation,0.905923345,0.912280702,0.859504132,0.885106383,0.883275261,0.921052632,0.810810811,0.862422998,0.891986063,0.938596491,0.816793893,0.873469388,0.904181185,0.916666667,0.853061224,0.88372093,0.87804878,0.921052632,0.801526718,0.857142857
knn,AffinityPropagation,0.932055749,0.90952381,0.90521327,0.90736342,0.926829268,0.9,0.9,0.9,0.932055749,0.90952381,0.90521327,0.90736342,0.925087108,0.923809524,0.877828054,0.900232019,0.918118467,0.9,0.879069767,0.889411765
knn,AffinityPropagation,0.907665505,0.931506849,0.842975207,0.885032538,0.891986063,0.936073059,0.81027668,0.868644068,0.905923345,0.936073059,0.836734694,0.88362069,0.881533101,0.890410959,0.815899582,0.851528384,0.890243902,0.940639269,0.8046875,0.867368421
knn,AffinityPropagation,0.925087108,0.903669725,0.899543379,0.901601831,0.925087108,0.894495413,0.906976744,0.900692841,0.930313589,0.912844037,0.904545455,0.908675799,0.932055749,0.908256881,0.912442396,0.910344828,0.921602787,0.903669725,0.891402715,0.897494305
knn,AffinityPropagation,0.905923345,0.88034188,0.887931034,0.884120172,0.900696864,0.867521368,0.886462882,0.876889849,0.909407666,0.901709402,0.879166667,0.890295359,0.895470383,0.85042735,0.888392857,0.868995633,0.893728223,0.846153846,0.887892377,0.866520788
knn,AffinityPropagation,0.907665505,0.85840708,0.902325581,0.879818594,0.918118467,0.920353982,0.877637131,0.898488121,0.912891986,0.862831858,0.911214953,0.886363636,0.902439024,0.809734513,0.933673469,0.867298578,0.914634146,0.902654867,0.883116883,0.892778993
knn,AffinityPropagation,0.921602787,0.862222222,0.932692308,0.896073903,0.919860627,0.875555556,0.91627907,0.895454545,0.919860627,0.866666667,0.924170616,0.894495413,0.921602787,0.875555556,0.920560748,0.897494305,0.916376307,0.862222222,0.91943128,0.889908257
knn,AffinityPropagation,0.900696864,0.919491525,0.850980392,0.883910387,0.898954704,0.93220339,0.839694656,0.883534137,0.898954704,0.911016949,0.853174603,0.881147541,0.900696864,0.906779661,0.859437751,0.882474227,0.909407666,0.949152542,0.848484848,0.896
knn,AffinityPropagation,0.898954704,0.885844749,0.854625551,0.869955157,0.891986063,0.876712329,0.845814978,0.860986547,0.900696864,0.913242009,0.840336134,0.875273523,0.888501742,0.876712329,0.838427948,0.857142857,0.897212544,0.899543379,0.841880342,0.869757174
knn,AffinityPropagation,0.912891986,0.839622642,0.917525773,0.876847291,0.898954704,0.806603774,0.909574468,0.855,0.911149826,0.830188679,0.921465969,0.873449132,0.912891986,0.844339623,0.913265306,0.87745098,0.898954704,0.839622642,0.881188119,0.859903382
knn,AffinityPropagation,0.930313589,0.87037037,0.94,0.903846154,0.918118467,0.884259259,0.896713615,0.89044289,0.930313589,0.898148148,0.91509434,0.906542056,0.923344948,0.902777778,0.894495413,0.898617512,0.907665505,0.875,0.879069767,0.877030162
knn,SVD,0.857142857,0.904347826,0.776119403,0.835341365,0.897212544,0.852173913,0.886877828,0.869179601,0.93554007,0.904347826,0.932735426,0.918322296,0.942508711,0.908695652,0.945701357,0.926829268,0.902439024,0.869565217,0.884955752,0.877192982
knn,SVD,0.841463415,0.895927602,0.744360902,0.813141684,0.885017422,0.873303167,0.835497835,0.853982301,0.918118467,0.92760181,0.868644068,0.897155361,0.918118467,0.92760181,0.868644068,0.897155361,0.888501742,0.864253394,0.848888889,0.856502242
knn,SVD,0.864111498,0.898617512,0.77689243,0.833333333,0.895470383,0.847926267,0.872037915,0.859813084,0.925087108,0.889400922,0.910377358,0.8997669,0.926829268,0.875576037,0.926829268,0.900473934,0.907665505,0.870967742,0.88317757,0.877030162
knn,SVD,0.858885017,0.916299559,0.77037037,0.837022133,0.898954704,0.86784141,0.875555556,0.871681416,0.928571429,0.916299559,0.904347826,0.910284464,0.926829268,0.889867841,0.922374429,0.905829596,0.898954704,0.894273128,0.856540084,0.875
knn,SVD,0.831010453,0.933628319,0.720136519,0.813102119,0.891986063,0.907079646,0.833333333,0.868644068,0.926829268,0.920353982,0.896551724,0.908296943,0.932055749,0.915929204,0.911894273,0.913907285,0.888501742,0.911504425,0.824,0.865546218
knn,SVD,0.851916376,0.906542056,0.749034749,0.820295983,0.914634146,0.897196262,0.876712329,0.886836028,0.93554007,0.911214953,0.915492958,0.913348946,0.928571429,0.906542056,0.902325581,0.904428904,0.909407666,0.869158879,0.885714286,0.877358491
knn,SVD,0.837979094,0.907172996,0.751748252,0.822179732,0.886759582,0.873417722,0.855371901,0.864300626,0.912891986,0.932489451,0.866666667,0.898373984,0.916376307,0.936708861,0.870588235,0.902439024,0.898954704,0.902953586,0.859437751,0.880658436
knn,SVD,0.864111498,0.932432432,0.766666667,0.841463415,0.904181185,0.891891892,0.864628821,0.87804878,0.921602787,0.887387387,0.907834101,0.897494305,0.919860627,0.878378378,0.911214953,0.894495413,0.907665505,0.887387387,0.875555556,0.881431767
knn,SVD,0.848432056,0.913636364,0.747211896,0.82208589,0.888501742,0.872727273,0.842105263,0.857142857,0.930313589,0.9,0.916666667,0.908256881,0.930313589,0.931818182,0.891304348,0.911111111,0.891986063,0.859090909,0.859090909,0.859090909
knn,SVD,0.837979094,0.899563319,0.746376812,0.815841584,0.891986063,0.873362445,0.858369099,0.865800866,0.932055749,0.934497817,0.899159664,0.916488223,0.928571429,0.925764192,0.898305085,0.911827957,0.898954704,0.877729258,0.87012987,0.873913043
knn,SVD,0.87630662,0.92760181,0.788461538,0.852390852,0.921602787,0.895927602,0.9,0.897959184,0.93902439,0.904977376,0.934579439,0.91954023,0.940766551,0.900452489,0.943127962,0.921296296,0.912891986,0.895927602,0.88,0.887892377
knn,SVD,0.846689895,0.938864629,0.743944637,0.83011583,0.904181185,0.886462882,0.875,0.880694143,0.926829268,0.947598253,0.87854251,0.911764706,0.916376307,0.92139738,0.875518672,0.89787234,0.890243902,0.899563319,0.837398374,0.867368421
knn,SVD,0.858885017,0.896860987,0.775193798,0.831600832,0.898954704,0.887892377,0.857142857,0.872246696,0.928571429,0.910313901,0.90625,0.908277405,0.944250871,0.919282511,0.936073059,0.92760181,0.904181185,0.892376682,0.865217391,0.878587196
knn,SVD,0.865853659,0.923423423,0.773584906,0.841889117,0.911149826,0.905405405,0.87012987,0.887417219,0.930313589,0.900900901,0.917431193,0.909090909,0.926829268,0.90990991,0.901785714,0.905829596,0.907665505,0.887387387,0.875555556,0.881431767
knn,SVD,0.841463415,0.905172414,0.752688172,0.821917808,0.890243902,0.862068966,0.865800866,0.863930886,0.905923345,0.831896552,0.927884615,0.877272727,0.904181185,0.879310345,0.883116883,0.881209503,0.890243902,0.875,0.856540084,0.865671642
knn,SVD,0.87456446,0.933628319,0.787313433,0.854251012,0.930313589,0.889380531,0.930555556,0.909502262,0.93554007,0.880530973,0.95215311,0.914942529,0.928571429,0.867256637,0.946859903,0.905311778,0.923344948,0.871681416,0.929245283,0.899543379
knn,SVD,0.831010453,0.913043478,0.705223881,0.795789474,0.886759582,0.884057971,0.816964286,0.849187935,0.923344948,0.93236715,0.865470852,0.897674419,0.926829268,0.93236715,0.873303167,0.901869159,0.900696864,0.903381643,0.834821429,0.86774942
knn,SVD,0.864111498,0.931506849,0.764044944,0.839506173,0.900696864,0.904109589,0.846153846,0.874172185,0.93554007,0.9543379,0.88559322,0.918681319,0.930313589,0.908675799,0.908675799,0.908675799,0.902439024,0.890410959,0.859030837,0.874439462
knn,SVD,0.846689895,0.902654867,0.755555556,0.822580645,0.87804878,0.840707965,0.848214286,0.844444444,0.926829268,0.933628319,0.886554622,0.909482759,0.926829268,0.942477876,0.880165289,0.91025641,0.888501742,0.880530973,0.843220339,0.861471861
knn,SVD,0.851916376,0.894009217,0.7578125,0.820295983,0.918118467,0.903225806,0.882882883,0.892938497,0.93728223,0.926267281,0.909502262,0.917808219,0.940766551,0.930875576,0.914027149,0.922374429,0.918118467,0.894009217,0.889908257,0.891954023
knn,SVD,0.834494774,0.890350877,0.743589744,0.810379242,0.891986063,0.864035088,0.864035088,0.864035088,0.925087108,0.885964912,0.922374429,0.903803132,0.923344948,0.881578947,0.922018349,0.901345291,0.898954704,0.881578947,0.86637931,0.873913043
knn,SVD,0.914634146,0.960352423,0.84496124,0.898969072,0.881533101,0.933920705,0.8,0.861788618,0.916376307,0.964757709,0.845559846,0.901234568,0.900696864,0.960352423,0.819548872,0.884381339,0.893728223,0.942731278,0.816793893,0.875255624
knn,SVD,0.860627178,0.894957983,0.794776119,0.841897233,0.888501742,0.836134454,0.888392857,0.861471861,0.905923345,0.81092437,0.955445545,0.877272727,0.914634146,0.827731092,0.96097561,0.889390519,0.886759582,0.844537815,0.877729258,0.860813704
knn,SVD,0.843205575,0.906976744,0.735849057,0.8125,0.909407666,0.865116279,0.889952153,0.877358491,0.926829268,0.879069767,0.92195122,0.9,0.925087108,0.874418605,0.921568627,0.897374702,0.902439024,0.902325581,0.847161572,0.873873874
knn,SVD,0.829268293,0.933920705,0.718644068,0.812260536,0.900696864,0.925110132,0.84,0.880503145,0.930313589,0.929515419,0.89787234,0.913419913,0.930313589,0.938325991,0.891213389,0.91416309,0.904181185,0.933920705,0.841269841,0.885177453
knn,SVD,0.831010453,0.9375,0.698924731,0.800821355,0.916376307,0.918269231,0.86036036,0.888372093,0.944250871,0.947115385,0.903669725,0.924882629,0.954703833,0.947115385,0.929245283,0.938095238,0.914634146,0.942307692,0.841201717,0.888888889
knn,SVD,0.848432056,0.88372093,0.753968254,0.813704497,0.890243902,0.851162791,0.855140187,0.853146853,0.93728223,0.925581395,0.908675799,0.917050691,0.932055749,0.920930233,0.9,0.910344828,0.897212544,0.855813953,0.867924528,0.861826698
knn,SVD,0.839721254,0.878378378,0.75,0.809128631,0.885017422,0.801801802,0.89,0.843601896,0.921602787,0.842342342,0.949238579,0.892601432,0.933797909,0.846846847,0.979166667,0.90821256,0.890243902,0.828828829,0.880382775,0.853828306
knn,SVD,0.848432056,0.876651982,0.771317829,0.820618557,0.897212544,0.823788546,0.90776699,0.863741339,0.923344948,0.898678414,0.906666667,0.902654867,0.932055749,0.894273128,0.931192661,0.912359551,0.895470383,0.837004405,0.892018779,0.863636364
knn,SVD,0.841463415,0.910313901,0.740875912,0.816901408,0.907665505,0.874439462,0.886363636,0.880361174,0.930313589,0.932735426,0.892703863,0.912280702,0.933797909,0.914798206,0.914798206,0.914798206,0.902439024,0.905829596,0.852320675,0.87826087
meanmode,none,0.928571429,0.894957983,0.930131004,0.912205567,0.916376307,0.920168067,0.883064516,0.901234568,0.933797909,0.920168067,0.920168067,0.920168067,0.921602787,0.87394958,0.932735426,0.902386117,0.914634146,0.924369748,0.876494024,0.899795501
meanmode,none,0.93728223,0.892241379,0.949541284,0.92,0.945993031,0.939655172,0.927659574,0.933618844,0.949477352,0.922413793,0.951111111,0.93654267,0.940766551,0.909482759,0.941964286,0.925438596,0.928571429,0.926724138,0.89958159,0.912951168
meanmode,none,0.888501742,0.974025974,0.795053004,0.875486381,0.900696864,0.948051948,0.829545455,0.884848485,0.885017422,0.987012987,0.783505155,0.873563218,0.907665505,0.96969697,0.82962963,0.894211577,0.888501742,0.909090909,0.830039526,0.867768595
meanmode,none,0.918118467,0.854077253,0.938679245,0.894382022,0.930313589,0.871244635,0.953051643,0.910313901,0.933797909,0.884120172,0.949308756,0.915555556,0.909407666,0.802575107,0.968911917,0.877934272,0.933797909,0.892703863,0.941176471,0.916299559
meanmode,none,0.930313589,0.930131004,0.898734177,0.91416309,0.930313589,0.951965066,0.882591093,0.915966387,0.93554007,0.978165939,0.875,0.92371134,0.93554007,0.96069869,0.887096774,0.922431866,0.909407666,0.925764192,0.858299595,0.890756303
meanmode,none,0.93728223,0.918103448,0.926086957,0.922077922,0.93554007,0.887931034,0.949308756,0.917594655,0.942508711,0.922413793,0.934497817,0.928416486,0.93554007,0.909482759,0.929515419,0.919389978,0.93728223,0.887931034,0.953703704,0.919642857
meanmode,none,0.93554007,0.938864629,0.903361345,0.920770878,0.93902439,0.938864629,0.911016949,0.924731183,0.932055749,0.938864629,0.895833333,0.91684435,0.93554007,0.938864629,0.903361345,0.920770878,0.925087108,0.930131004,0.8875,0.908315565
meanmode,none,0.932055749,0.871111111,0.951456311,0.909512761,0.945993031,0.924444444,0.936936937,0.93064877,0.942508711,0.897777778,0.952830189,0.924485126,0.926829268,0.862222222,0.946341463,0.902325581,0.93554007,0.902222222,0.931192661,0.916478555
meanmode,none,0.916376307,0.952991453,0.857692308,0.902834008,0.928571429,0.927350427,0.900414938,0.913684211,0.918118467,0.944444444,0.866666667,0.903885481,0.916376307,0.918803419,0.881147541,0.89958159,0.926829268,0.914529915,0.906779661,0.910638298
meanmode,none,0.947735192,0.931034483,0.939130435,0.935064935,0.944250871,0.952586207,0.91322314,0.932489451,0.945993031,0.952586207,0.917012448,0.934460888,0.942508711,0.918103448,0.938325991,0.928104575,0.93728223,0.943965517,0.904958678,0.924050633
meanmode,none,0.923344948,0.921052632,0.889830508,0.905172414,0.911149826,0.916666667,0.867219917,0.891257996,0.914634146,0.934210526,0.862348178,0.896842105,0.926829268,0.899122807,0.915178571,0.907079646,0.921602787,0.907894737,0.896103896,0.901960784
meanmode,none,0.933797909,0.869369369,0.955445545,0.910377358,0.93554007,0.923423423,0.911111111,0.917225951,0.918118467,0.828828829,0.953367876,0.886746988,0.912891986,0.806306306,0.962365591,0.87745098,0.932055749,0.918918919,0.906666667,0.912751678
meanmode,none,0.93902439,0.912844037,0.925581395,0.919168591,0.940766551,0.917431193,0.925925926,0.921658986,0.933797909,0.894495413,0.928571429,0.911214953,0.93554007,0.912844037,0.917050691,0.914942529,0.921602787,0.912844037,0.884444444,0.898419865
meanmode,none,0.921602787,0.905660377,0.884792627,0.895104895,0.921602787,0.924528302,0.871111111,0.897025172,0.911149826,0.924528302,0.848484848,0.884875847,0.923344948,0.886792453,0.903846154,0.895238095,0.926829268,0.896226415,0.904761905,0.900473934
meanmode,none,0.93902439,0.918103448,0.930131004,0.924078091,0.949477352,0.943965517,0.931914894,0.937901499,0.944250871,0.909482759,0.95045045,0.929515419,0.944250871,0.931034483,0.931034483,0.931034483,0.93902439,0.922413793,0.926406926,0.924406048
meanmode,none,0.925087108,0.859649123,0.946859903,0.901149425,0.928571429,0.899122807,0.919282511,0.909090909,0.925087108,0.859649123,0.946859903,0.901149425,0.914634146,0.828947368,0.949748744,0.885245902,0.925087108,0.885964912,0.922374429,0.903803132
meanmode,none,0.921602787,0.858974359,0.943661972,0.899328859,0.925087108,0.931623932,0.889795918,0.910229645,0.933797909,0.905982906,0.929824561,0.917748918,0.928571429,0.871794872,0.948837209,0.908685969,0.928571429,0.918803419,0.907172996,0.912951168
meanmode,none,0.919860627,0.904347826,0.896551724,0.9004329,0.916376307,0.913043478,0.882352941,0.897435897,0.921602787,0.891304348,0.911111111,0.901098901,0.928571429,0.934782609,0.892116183,0.912951168,0.909407666,0.87826087,0.89380531,0.885964912
meanmode,none,0.914634146,0.881818182,0.894009217,0.887871854,0.926829268,0.945454545,0.87394958,0.908296943,0.916376307,0.886363636,0.894495413,0.890410959,0.919860627,0.881818182,0.906542056,0.894009217,0.921602787,0.922727273,0.878787879,0.900221729
meanmode,none,0.940766551,0.928205128,0.900497512,0.914141414,0.933797909,0.969230769,0.85520362,0.908653846,0.93728223,0.933333333,0.887804878,0.91,0.942508711,0.887179487,0.940217391,0.91292876,0.921602787,0.964102564,0.831858407,0.893111639
meanmode,SVD,0.836236934,0.888412017,0.752727273,0.81496063,0.902439024,0.849785408,0.904109589,0.876106195,0.930313589,0.9527897,0.884462151,0.917355372,0.93554007,0.957081545,0.892,0.923395445,0.912891986,0.884120172,0.899563319,0.891774892
meanmode,SVD,0.836236934,0.931330472,0.73559322,0.821969697,0.888501742,0.845493562,0.875555556,0.860262009,0.914634146,0.849785408,0.933962264,0.88988764,0.912891986,0.841201717,0.937799043,0.886877828,0.904181185,0.875536481,0.886956522,0.881209503
meanmode,SVD,0.832752613,0.951111111,0.715719064,0.816793893,0.918118467,0.92,0.877118644,0.898047722,0.93554007,0.915555556,0.919642857,0.917594655,0.93554007,0.911111111,0.923423423,0.917225951,0.911149826,0.92,0.8625,0.890322581
meanmode,SVD,0.831010453,0.913242009,0.71942446,0.804828974,0.891986063,0.840182648,0.872037915,0.855813953,0.926829268,0.908675799,0.900452489,0.904545455,0.921602787,0.890410959,0.902777778,0.896551724,0.890243902,0.872146119,0.845132743,0.858426966
meanmode,SVD,0.848432056,0.904977376,0.751879699,0.821355236,0.902439024,0.828054299,0.910447761,0.867298578,0.93902439,0.92760181,0.915178571,0.921348315,0.945993031,0.932126697,0.927927928,0.930022573,0.928571429,0.886877828,0.924528302,0.905311778
