Imputation Method,Feature Selection,Logistic acc,Logistic rec,Logistic prec,Logistic f1,Random Forest acc,Random Forest rec,Random Forest prec,Random Forest f1,MLP acc,MLP rec,MLP prec,MLP f1,SVM acc,SVM rec,SVM prec,SVM f1,Gradient Boosting acc,Gradient Boosting rec,Gradient Boosting prec,Gradient Boosting f1
knn,none,0.916376307,0.912663755,0.88185654,0.896995708,0.909407666,0.934497817,0.852589641,0.891666667,0.926829268,0.890829694,0.923076923,0.906666667,0.919860627,0.917030568,0.886075949,0.901287554,0.925087108,0.912663755,0.900862069,0.906724512
knn,none,0.93728223,0.909952607,0.918660287,0.914285714,0.928571429,0.947867299,0.869565217,0.907029478,0.93728223,0.928909953,0.903225806,0.91588785,0.940766551,0.933649289,0.907834101,0.920560748,0.932055749,0.933649289,0.887387387,0.909930716
knn,SVD,0.919860627,0.853448276,0.942857143,0.895927602,0.914634146,0.887931034,0.899563319,0.893709328,0.916376307,0.840517241,0.946601942,0.890410959,0.923344948,0.853448276,0.951923077,0.9,0.891986063,0.844827586,0.882882883,0.863436123
knn,SVD,0.921602787,0.986547085,0.839694656,0.907216495,0.911149826,0.928251121,0.855371901,0.890322581,0.93554007,0.977578475,0.872,0.921775899,0.918118467,0.968609865,0.84375,0.901878914,0.921602787,0.937219731,0.870833333,0.902807775
knn,SVD,0.928571429,0.859030837,0.955882353,0.90487239,0.918118467,0.86784141,0.920560748,0.893424036,0.932055749,0.859030837,0.965346535,0.909090909,0.916376307,0.837004405,0.945273632,0.887850467,0.914634146,0.872246696,0.908256881,0.88988764
knn,SVD,0.914634146,0.908713693,0.890243902,0.899383984,0.909407666,0.887966805,0.89539749,0.891666667,0.919860627,0.908713693,0.901234568,0.904958678,0.919860627,0.908713693,0.901234568,0.904958678,0.914634146,0.908713693,0.890243902,0.899383984
knn,SVD,0.93902439,0.934883721,0.905405405,0.919908467,0.909407666,0.934883721,0.841004184,0.885462555,0.933797909,0.944186047,0.886462882,0.914414414,0.93554007,0.953488372,0.88362069,0.917225951,0.904181185,0.925581395,0.836134454,0.878587196
knn,SVD,0.914634146,0.887966805,0.906779661,0.897274633,0.905923345,0.863070539,0.908296943,0.885106383,0.921602787,0.87966805,0.929824561,0.904051173,0.93554007,0.908713693,0.935897436,0.922105263,0.909407666,0.87966805,0.90212766,0.890756303
knn,SVD,0.947735192,0.941747573,0.91509434,0.928229665,0.907665505,0.912621359,0.843049327,0.876456876,0.949477352,0.927184466,0.931707317,0.929440389,0.945993031,0.917475728,0.931034483,0.924205379,0.902439024,0.893203883,0.844036697,0.867924528
knn,SVD,0.925087108,0.922727273,0.886462882,0.904231626,0.893728223,0.886363636,0.844155844,0.864745011,0.93728223,0.918181818,0.918181818,0.918181818,0.940766551,0.927272727,0.918918919,0.923076923,0.900696864,0.909090909,0.843881857,0.875273523
knn,SVD,0.944250871,0.948598131,0.90625,0.926940639,0.893728223,0.887850467,0.837004405,0.861678005,0.933797909,0.957943925,0.876068376,0.915178571,0.93728223,0.925233645,0.908256881,0.916666667,0.898954704,0.906542056,0.836206897,0.869955157
knn,SVD,0.93728223,0.912280702,0.928571429,0.920353982,0.904181185,0.842105263,0.909952607,0.874715262,0.933797909,0.916666667,0.916666667,0.916666667,0.942508711,0.934210526,0.922077922,0.928104575,0.926829268,0.912280702,0.904347826,0.908296943
knn,SVD,0.923344948,0.935643564,0.859090909,0.895734597,0.898954704,0.920792079,0.815789474,0.865116279,0.932055749,0.930693069,0.882629108,0.906024096,0.923344948,0.925742574,0.865740741,0.894736842,0.907665505,0.925742574,0.831111111,0.87587822
knn,SVD,0.925087108,0.938388626,0.868421053,0.902050114,0.885017422,0.909952607,0.80334728,0.853333333,0.928571429,0.947867299,0.869565217,0.907029478,0.919860627,0.943127962,0.854077253,0.896396396,0.886759582,0.924170616,0.799180328,0.857142857
knn,SVD,0.919860627,0.896860987,0.896860987,0.896860987,0.890243902,0.883408072,0.841880342,0.86214442,0.919860627,0.878923767,0.911627907,0.894977169,0.918118467,0.878923767,0.907407407,0.892938497,0.891986063,0.887892377,0.842553191,0.864628821
knn,SVD,0.933797909,0.914691943,0.906103286,0.910377358,0.902439024,0.924170616,0.829787234,0.874439462,0.919860627,0.90521327,0.880184332,0.892523364,0.93728223,0.90521327,0.922705314,0.913875598,0.911149826,0.933649289,0.841880342,0.885393258
knn,SVD,0.933797909,0.891509434,0.926470588,0.908653846,0.907665505,0.867924528,0.880382775,0.874109264,0.923344948,0.863207547,0.924242424,0.892682927,0.942508711,0.919811321,0.924170616,0.921985816,0.911149826,0.849056604,0.904522613,0.875912409
knn,SVD,0.891986063,0.876146789,0.845132743,0.86036036,0.879790941,0.834862385,0.846511628,0.840646651,0.912891986,0.899082569,0.875,0.886877828,0.925087108,0.894495413,0.906976744,0.900692841,0.891986063,0.866972477,0.851351351,0.859090909
knn,SVD,0.926829268,0.894308943,0.93220339,0.912863071,0.904181185,0.865853659,0.906382979,0.885654886,0.919860627,0.87398374,0.934782609,0.903361345,0.926829268,0.886178862,0.939655172,0.912133891,0.905923345,0.853658537,0.921052632,0.886075949
knn,SVD,0.949477352,0.926605505,0.939534884,0.933025404,0.925087108,0.899082569,0.903225806,0.901149425,0.951219512,0.935779817,0.935779817,0.935779817,0.940766551,0.931192661,0.914414414,0.922727273,0.932055749,0.903669725,0.91627907,0.909930716
knn,SVD,0.93554007,0.915555556,0.919642857,0.917594655,0.930313589,0.902222222,0.918552036,0.910313901,0.93902439,0.911111111,0.931818182,0.921348315,0.949477352,0.928888889,0.941441441,0.935123043,0.930313589,0.902222222,0.918552036,0.910313901
knn,SVD,0.928571429,0.892376682,0.921296296,0.906605923,0.904181185,0.878923767,0.875,0.876957494,0.928571429,0.883408072,0.929245283,0.905747126,0.926829268,0.887892377,0.920930233,0.904109589,0.925087108,0.905829596,0.901785714,0.903803132
