Imputation Method,Feature Selection,Logistic acc,Logistic rec,Logistic prec,Logistic f1,Random Forest acc,Random Forest rec,Random Forest prec,Random Forest f1,Knn acc,Knn rec,Knn prec,Knn f1,MLP acc,MLP rec,MLP prec,MLP f1,SVM acc,SVM rec,SVM prec,SVM f1,AdaBoost acc,AdaBoost rec,AdaBoost prec,AdaBoost f1,Gradient Boosting acc,Gradient Boosting rec,Gradient Boosting prec,Gradient Boosting f1,Linear SVM acc,Linear SVM rec,Linear SVM prec,Linear SVM f1,Decision Tree acc,Decision Tree rec,Decision Tree prec,Decision Tree f1
knn,none,0.947735192,0.933333333,0.933333333,0.933333333,0.951219512,0.955555556,0.922746781,0.938864629,0.907665505,0.875555556,0.887387387,0.881431767,0.952961672,0.937777778,0.941964286,0.93986637,0.951219512,0.924444444,0.949771689,0.936936937,0.907665505,0.937777778,0.844,0.888421053,0.944250871,0.946666667,0.91416309,0.930131004,0.942508711,0.906666667,0.944444444,0.925170068,0.74738676,0.835555556,0.635135135,0.72168906
knn,AffinityPropagation,0.916376307,0.890909091,0.890909091,0.890909091,0.909407666,0.845454545,0.911764706,0.877358491,0.8728223,0.813636364,0.848341232,0.83062645,0.925087108,0.918181818,0.889867841,0.903803132,0.926829268,0.881818182,0.923809524,0.902325581,0.869337979,0.709090909,0.934131737,0.80620155,0.893728223,0.813636364,0.899497487,0.854415274,0.883275261,0.727272727,0.958083832,0.826873385,0.705574913,0.45,0.673469388,0.539509537
knn,AffinityPropagation,0.921602787,0.918918919,0.883116883,0.900662252,0.914634146,0.923423423,0.864978903,0.893246187,0.886759582,0.833333333,0.868544601,0.850574713,0.916376307,0.923423423,0.868644068,0.895196507,0.926829268,0.923423423,0.891304348,0.907079646,0.907665505,0.936936937,0.842105263,0.886993603,0.909407666,0.945945946,0.84,0.889830508,0.858885017,0.986486486,0.737373737,0.843930636,0.879790941,0.837837838,0.849315068,0.843537415
knn,AffinityPropagation,0.912891986,0.935779817,0.85,0.890829694,0.904181185,0.857798165,0.886255924,0.871794872,0.87456446,0.816513761,0.847619048,0.831775701,0.911149826,0.935779817,0.846473029,0.888888889,0.905923345,0.899082569,0.859649123,0.878923767,0.905923345,0.834862385,0.91,0.870813397,0.905923345,0.889908257,0.866071429,0.877828054,0.900696864,0.899082569,0.848484848,0.873051225,0.832752613,0.756880734,0.793269231,0.774647887
knn,AffinityPropagation,0.923344948,0.901785714,0.901785714,0.901785714,0.907665505,0.919642857,0.854771784,0.886021505,0.871080139,0.852678571,0.823275862,0.837719298,0.914634146,0.933035714,0.860082305,0.895074946,0.911149826,0.919642857,0.861924686,0.889848812,0.897212544,0.888392857,0.854077253,0.870897155,0.909407666,0.915178571,0.861344538,0.887445887,0.914634146,0.941964286,0.854251012,0.89596603,0.843205575,0.883928571,0.755725191,0.814814815
knn,AffinityPropagation,0.907665505,0.85840708,0.902325581,0.879818594,0.895470383,0.862831858,0.870535714,0.866666667,0.87630662,0.796460177,0.87804878,0.835266821,0.907665505,0.871681416,0.891402715,0.881431767,0.907665505,0.867256637,0.894977169,0.880898876,0.893728223,0.862831858,0.866666667,0.864745011,0.886759582,0.862831858,0.851528384,0.857142857,0.907665505,0.85840708,0.902325581,0.879818594,0.834494774,0.765486726,0.804651163,0.784580499
knn,AffinityPropagation,0.904181185,0.855072464,0.876237624,0.865525672,0.907665505,0.850241546,0.888888889,0.869135802,0.865853659,0.801932367,0.821782178,0.811735941,0.909407666,0.898550725,0.857142857,0.877358491,0.914634146,0.884057971,0.879807692,0.881927711,0.900696864,0.830917874,0.886597938,0.857855362,0.897212544,0.830917874,0.87755102,0.853598015,0.905923345,0.84057971,0.892307692,0.865671642,0.853658537,0.816425121,0.786046512,0.800947867
knn,AffinityPropagation,0.921602787,0.925764192,0.883333333,0.904051173,0.912891986,0.934497817,0.859437751,0.89539749,0.893728223,0.851528384,0.878378378,0.864745011,0.923344948,0.925764192,0.887029289,0.905982906,0.918118467,0.895196507,0.899122807,0.897155361,0.891986063,0.873362445,0.858369099,0.865800866,0.911149826,0.930131004,0.858870968,0.893081761,0.864111498,0.672489083,0.98089172,0.797927461,0.839721254,0.812227074,0.791489362,0.801724138
knn,AffinityPropagation,0.891986063,0.901408451,0.824034335,0.860986547,0.900696864,0.887323944,0.851351351,0.868965517,0.893728223,0.85915493,0.855140187,0.857142857,0.879790941,0.910798122,0.795081967,0.849015317,0.886759582,0.896713615,0.816239316,0.85458613,0.87630662,0.821596244,0.841346154,0.831353919,0.900696864,0.877934272,0.857798165,0.86774942,0.895470383,0.882629108,0.843049327,0.862385321,0.808362369,0.79342723,0.719148936,0.754464286
knn,AffinityPropagation,0.928571429,0.896995708,0.924778761,0.910675381,0.905923345,0.918454936,0.859437751,0.887966805,0.867595819,0.793991416,0.868544601,0.829596413,0.918118467,0.91416309,0.8875,0.900634249,0.921602787,0.896995708,0.908695652,0.902807775,0.900696864,0.901287554,0.860655738,0.880503145,0.893728223,0.905579399,0.844,0.873706004,0.923344948,0.91416309,0.898734177,0.906382979,0.888501742,0.884120172,0.847736626,0.865546218
knn,AffinityPropagation,0.916376307,0.89380531,0.89380531,0.89380531,0.912891986,0.92920354,0.860655738,0.893617021,0.869337979,0.809734513,0.851162791,0.829931973,0.923344948,0.915929204,0.892241379,0.903930131,0.912891986,0.889380531,0.889380531,0.889380531,0.909407666,0.884955752,0.884955752,0.884955752,0.900696864,0.92920354,0.836653386,0.880503145,0.907665505,0.809734513,0.948186528,0.873508353,0.844947735,0.862831858,0.770750988,0.814196242
knn,AffinityPropagation,0.897212544,0.848101266,0.897321429,0.872017354,0.893728223,0.831223629,0.903669725,0.865934066,0.881533101,0.801687764,0.900473934,0.848214286,0.904181185,0.856540084,0.90625,0.880694143,0.912891986,0.869198312,0.915555556,0.891774892,0.893728223,0.835443038,0.9,0.866520788,0.881533101,0.82278481,0.882352941,0.851528384,0.909407666,0.864978903,0.911111111,0.887445887,0.841463415,0.755274262,0.844339623,0.797327394
knn,AffinityPropagation,0.888501742,0.824786325,0.893518519,0.857777778,0.890243902,0.807692308,0.913043478,0.857142857,0.864111498,0.769230769,0.882352941,0.821917808,0.891986063,0.799145299,0.925742574,0.857798165,0.890243902,0.837606838,0.886877828,0.861538462,0.853658537,0.705128205,0.916666667,0.797101449,0.898954704,0.863247863,0.885964912,0.874458874,0.871080139,0.97008547,0.772108844,0.859848485,0.869337979,0.769230769,0.895522388,0.827586207
knn,AffinityPropagation,0.886759582,0.941747573,0.785425101,0.856512141,0.857142857,0.975728155,0.723021583,0.830578512,0.87630662,0.873786408,0.8,0.835266821,0.867595819,0.980582524,0.737226277,0.841666667,0.867595819,0.922330097,0.76,0.833333333,0.824041812,0.966019417,0.679180887,0.79759519,0.848432056,0.980582524,0.70877193,0.822810591,0.87630662,0.985436893,0.749077491,0.85115304,0.817073171,0.805825243,0.718614719,0.7597254
knn,AffinityPropagation,0.907665505,0.857142857,0.901408451,0.878718535,0.912891986,0.870535714,0.902777778,0.886363636,0.862369338,0.758928571,0.871794872,0.811455847,0.921602787,0.870535714,0.924170616,0.896551724,0.914634146,0.857142857,0.918660287,0.886836028,0.909407666,0.857142857,0.905660377,0.880733945,0.912891986,0.861607143,0.910377358,0.885321101,0.909407666,0.857142857,0.905660377,0.880733945,0.858885017,0.794642857,0.835680751,0.814645309
knn,AffinityPropagation,0.905923345,0.831111111,0.921182266,0.873831776,0.916376307,0.84,0.940298507,0.887323944,0.864111498,0.791111111,0.851674641,0.820276498,0.912891986,0.844444444,0.926829268,0.88372093,0.905923345,0.84,0.913043478,0.875,0.87804878,0.791111111,0.885572139,0.835680751,0.900696864,0.826666667,0.911764706,0.867132867,0.905923345,0.822222222,0.929648241,0.872641509,0.860627178,0.76,0.868020305,0.81042654
knn,AffinityPropagation,0.895470383,0.800884956,0.923469388,0.857819905,0.905923345,0.809734513,0.943298969,0.871428571,0.891986063,0.800884956,0.914141414,0.853773585,0.898954704,0.800884956,0.932989691,0.861904762,0.891986063,0.769911504,0.945652174,0.848780488,0.865853659,0.707964602,0.935672515,0.80604534,0.914634146,0.845132743,0.931707317,0.886310905,0.897212544,0.765486726,0.966480447,0.854320988,0.8728223,0.831858407,0.843049327,0.837416481
knn,AffinityPropagation,0.909407666,0.90990991,0.863247863,0.885964912,0.907665505,0.900900901,0.865800866,0.883002208,0.867595819,0.806306306,0.844339623,0.824884793,0.911149826,0.914414414,0.863829787,0.888402626,0.918118467,0.923423423,0.872340426,0.897155361,0.888501742,0.882882883,0.837606838,0.859649123,0.893728223,0.918918919,0.825910931,0.869936034,0.87804878,0.711711712,0.963414634,0.81865285,0.832752613,0.797297297,0.776315789,0.786666667
knn,AffinityPropagation,0.907665505,0.878661088,0.897435897,0.88794926,0.897212544,0.853556485,0.894736842,0.87366167,0.865853659,0.786610879,0.878504673,0.830022075,0.904181185,0.870292887,0.896551724,0.883227176,0.900696864,0.870292887,0.888888889,0.8794926,0.881533101,0.832635983,0.876651982,0.854077253,0.895470383,0.861924686,0.884120172,0.872881356,0.848432056,0.652719665,0.975,0.781954887,0.824041812,0.748953975,0.813636364,0.779956427
knn,AffinityPropagation,0.898954704,0.929577465,0.821576763,0.872246696,0.897212544,0.938967136,0.81300813,0.871459695,0.881533101,0.816901408,0.857142857,0.836538462,0.890243902,0.943661972,0.797619048,0.864516129,0.890243902,0.924882629,0.807377049,0.86214442,0.87456446,0.896713615,0.79253112,0.841409692,0.891986063,0.924882629,0.810699588,0.864035088,0.567944251,1,0.462039046,0.632047478,0.832752613,0.877934272,0.727626459,0.795744681
knn,AffinityPropagation,0.905923345,0.912280702,0.859504132,0.885106383,0.883275261,0.921052632,0.810810811,0.862422998,0.898954704,0.881578947,0.86637931,0.873913043,0.891986063,0.938596491,0.816793893,0.873469388,0.904181185,0.916666667,0.853061224,0.88372093,0.87456446,0.868421053,0.825,0.846153846,0.87804878,0.921052632,0.801526718,0.857142857,0.893728223,0.921052632,0.830039526,0.873180873,0.822299652,0.868421053,0.733333333,0.795180723
knn,AffinityPropagation,0.932055749,0.90952381,0.90521327,0.90736342,0.926829268,0.9,0.9,0.9,0.881533101,0.819047619,0.851485149,0.834951456,0.932055749,0.90952381,0.90521327,0.90736342,0.925087108,0.923809524,0.877828054,0.900232019,0.897212544,0.795238095,0.912568306,0.849872774,0.918118467,0.9,0.879069767,0.889411765,0.926829268,0.876190476,0.92,0.897560976,0.846689895,0.861904762,0.754166667,0.804444444
knn,AffinityPropagation,0.907665505,0.931506849,0.842975207,0.885032538,0.891986063,0.936073059,0.81027668,0.868644068,0.883275261,0.844748858,0.848623853,0.846681922,0.905923345,0.936073059,0.836734694,0.88362069,0.881533101,0.890410959,0.815899582,0.851528384,0.886759582,0.885844749,0.829059829,0.856512141,0.890243902,0.940639269,0.8046875,0.867368421,0.895470383,0.9543379,0.806949807,0.874476987,0.869337979,0.894977169,0.790322581,0.839400428
knn,AffinityPropagation,0.925087108,0.903669725,0.899543379,0.901601831,0.925087108,0.894495413,0.906976744,0.900692841,0.909407666,0.834862385,0.919191919,0.875,0.930313589,0.912844037,0.904545455,0.908675799,0.932055749,0.908256881,0.912442396,0.910344828,0.904181185,0.903669725,0.852813853,0.877505568,0.921602787,0.903669725,0.891402715,0.897494305,0.930313589,0.922018349,0.897321429,0.909502262,0.844947735,0.76146789,0.81773399,0.788598575
knn,AffinityPropagation,0.905923345,0.88034188,0.887931034,0.884120172,0.900696864,0.867521368,0.886462882,0.876889849,0.864111498,0.764957265,0.886138614,0.821100917,0.909407666,0.901709402,0.879166667,0.890295359,0.895470383,0.85042735,0.888392857,0.868995633,0.893728223,0.824786325,0.906103286,0.863534676,0.893728223,0.846153846,0.887892377,0.866520788,0.907665505,0.867521368,0.902222222,0.88453159,0.886759582,0.833333333,0.882352941,0.857142857
knn,AffinityPropagation,0.907665505,0.85840708,0.902325581,0.879818594,0.918118467,0.920353982,0.877637131,0.898488121,0.850174216,0.800884956,0.815315315,0.808035714,0.912891986,0.862831858,0.911214953,0.886363636,0.902439024,0.809734513,0.933673469,0.867298578,0.897212544,0.836283186,0.895734597,0.864988558,0.914634146,0.902654867,0.883116883,0.892778993,0.905923345,0.827433628,0.925742574,0.873831776,0.817073171,0.814159292,0.744939271,0.778012685
knn,AffinityPropagation,0.921602787,0.862222222,0.932692308,0.896073903,0.919860627,0.875555556,0.91627907,0.895454545,0.883275261,0.808888889,0.883495146,0.844547564,0.919860627,0.866666667,0.924170616,0.894495413,0.921602787,0.875555556,0.920560748,0.897494305,0.890243902,0.804444444,0.905,0.851764706,0.916376307,0.862222222,0.91943128,0.889908257,0.932055749,0.92,0.907894737,0.913907285,0.864111498,0.857777778,0.807531381,0.831896552
knn,AffinityPropagation,0.900696864,0.919491525,0.850980392,0.883910387,0.898954704,0.93220339,0.839694656,0.883534137,0.846689895,0.805084746,0.818965517,0.811965812,0.898954704,0.911016949,0.853174603,0.881147541,0.900696864,0.906779661,0.859437751,0.882474227,0.87630662,0.86440678,0.839506173,0.85177453,0.909407666,0.949152542,0.848484848,0.896,0.897212544,0.923728814,0.841698842,0.880808081,0.829268293,0.809322034,0.782786885,0.795833333
knn,AffinityPropagation,0.898954704,0.885844749,0.854625551,0.869955157,0.891986063,0.876712329,0.845814978,0.860986547,0.855400697,0.821917808,0.803571429,0.812641084,0.900696864,0.913242009,0.840336134,0.875273523,0.888501742,0.876712329,0.838427948,0.857142857,0.893728223,0.881278539,0.846491228,0.863534676,0.897212544,0.899543379,0.841880342,0.869757174,0.891986063,0.881278539,0.84279476,0.861607143,0.857142857,0.817351598,0.809954751,0.813636364
knn,AffinityPropagation,0.912891986,0.839622642,0.917525773,0.876847291,0.898954704,0.806603774,0.909574468,0.855,0.87630662,0.816037736,0.843902439,0.829736211,0.911149826,0.830188679,0.921465969,0.873449132,0.912891986,0.844339623,0.913265306,0.87745098,0.891986063,0.759433962,0.936046512,0.838541667,0.898954704,0.839622642,0.881188119,0.859903382,0.905923345,0.806603774,0.929347826,0.863636364,0.818815331,0.698113208,0.787234043,0.74
knn,AffinityPropagation,0.930313589,0.87037037,0.94,0.903846154,0.918118467,0.884259259,0.896713615,0.89044289,0.879790941,0.777777778,0.888888889,0.82962963,0.930313589,0.898148148,0.91509434,0.906542056,0.923344948,0.902777778,0.894495413,0.898617512,0.900696864,0.87962963,0.859728507,0.869565217,0.907665505,0.875,0.879069767,0.877030162,0.925087108,0.921296296,0.884444444,0.902494331,0.844947735,0.833333333,0.772532189,0.801781737
knn,SVD,0.857142857,0.904347826,0.776119403,0.835341365,0.897212544,0.852173913,0.886877828,0.869179601,0.881533101,0.834782609,0.864864865,0.849557522,0.93554007,0.904347826,0.932735426,0.918322296,0.942508711,0.908695652,0.945701357,0.926829268,0.883275261,0.860869565,0.849785408,0.855291577,0.902439024,0.869565217,0.884955752,0.877192982,0.930313589,0.865217391,0.956730769,0.908675799,0.804878049,0.708695652,0.783653846,0.744292237
knn,SVD,0.841463415,0.895927602,0.744360902,0.813141684,0.885017422,0.873303167,0.835497835,0.853982301,0.897212544,0.886877828,0.852173913,0.869179601,0.918118467,0.92760181,0.868644068,0.897155361,0.918118467,0.92760181,0.868644068,0.897155361,0.87456446,0.895927602,0.801619433,0.846153846,0.888501742,0.864253394,0.848888889,0.856502242,0.919860627,0.92760181,0.872340426,0.899122807,0.825783972,0.733031674,0.798029557,0.764150943
knn,SVD,0.864111498,0.898617512,0.77689243,0.833333333,0.895470383,0.847926267,0.872037915,0.859813084,0.897212544,0.834101382,0.887254902,0.859857482,0.925087108,0.889400922,0.910377358,0.8997669,0.926829268,0.875576037,0.926829268,0.900473934,0.897212544,0.889400922,0.846491228,0.86741573,0.907665505,0.870967742,0.88317757,0.877030162,0.914634146,0.834101382,0.932989691,0.880778589,0.888501742,0.815668203,0.880597015,0.846889952
knn,SVD,0.858885017,0.916299559,0.77037037,0.837022133,0.898954704,0.86784141,0.875555556,0.871681416,0.890243902,0.859030837,0.862831858,0.860927152,0.928571429,0.916299559,0.904347826,0.910284464,0.926829268,0.889867841,0.922374429,0.905829596,0.890243902,0.863436123,0.859649123,0.861538462,0.898954704,0.894273128,0.856540084,0.875,0.918118467,0.911894273,0.884615385,0.898047722,0.871080139,0.845814978,0.831168831,0.838427948
knn,SVD,0.831010453,0.933628319,0.720136519,0.813102119,0.891986063,0.907079646,0.833333333,0.868644068,0.900696864,0.862831858,0.882352941,0.872483221,0.926829268,0.920353982,0.896551724,0.908296943,0.932055749,0.915929204,0.911894273,0.913907285,0.904181185,0.902654867,0.860759494,0.881209503,0.888501742,0.911504425,0.824,0.865546218,0.933797909,0.920353982,0.912280702,0.916299559,0.841463415,0.840707965,0.775510204,0.806794055
knn,SVD,0.851916376,0.906542056,0.749034749,0.820295983,0.914634146,0.897196262,0.876712329,0.886836028,0.905923345,0.859813084,0.884615385,0.872037915,0.93554007,0.911214953,0.915492958,0.913348946,0.928571429,0.906542056,0.902325581,0.904428904,0.902439024,0.859813084,0.876190476,0.867924528,0.909407666,0.869158879,0.885714286,0.877358491,0.919860627,0.892523364,0.892523364,0.892523364,0.867595819,0.864485981,0.797413793,0.829596413
knn,SVD,0.837979094,0.907172996,0.751748252,0.822179732,0.886759582,0.873417722,0.855371901,0.864300626,0.893728223,0.856540084,0.882608696,0.869379015,0.912891986,0.932489451,0.866666667,0.898373984,0.916376307,0.936708861,0.870588235,0.902439024,0.898954704,0.856540084,0.894273128,0.875,0.898954704,0.902953586,0.859437751,0.880658436,0.916376307,0.924050633,0.879518072,0.901234568,0.848432056,0.810126582,0.820512821,0.815286624
knn,SVD,0.864111498,0.932432432,0.766666667,0.841463415,0.904181185,0.891891892,0.864628821,0.87804878,0.895470383,0.842342342,0.882075472,0.861751152,0.921602787,0.887387387,0.907834101,0.897494305,0.919860627,0.878378378,0.911214953,0.894495413,0.900696864,0.828828829,0.906403941,0.865882353,0.907665505,0.887387387,0.875555556,0.881431767,0.8728223,0.900900901,0.796812749,0.845665962,0.8728223,0.815315315,0.849765258,0.832183908
knn,SVD,0.848432056,0.913636364,0.747211896,0.82208589,0.888501742,0.872727273,0.842105263,0.857142857,0.909407666,0.85,0.90776699,0.877934272,0.930313589,0.9,0.916666667,0.908256881,0.930313589,0.931818182,0.891304348,0.911111111,0.897212544,0.813636364,0.908629442,0.858513189,0.891986063,0.859090909,0.859090909,0.859090909,0.926829268,0.922727273,0.890350877,0.90625,0.851916376,0.840909091,0.787234043,0.813186813
knn,SVD,0.837979094,0.899563319,0.746376812,0.815841584,0.891986063,0.873362445,0.858369099,0.865800866,0.895470383,0.847161572,0.885844749,0.866071429,0.932055749,0.934497817,0.899159664,0.916488223,0.928571429,0.925764192,0.898305085,0.911827957,0.912891986,0.886462882,0.894273128,0.890350877,0.898954704,0.877729258,0.87012987,0.873913043,0.928571429,0.934497817,0.891666667,0.912579957,0.8728223,0.847161572,0.836206897,0.84164859
knn,SVD,0.87630662,0.92760181,0.788461538,0.852390852,0.921602787,0.895927602,0.9,0.897959184,0.925087108,0.904977376,0.900900901,0.902934537,0.93902439,0.904977376,0.934579439,0.91954023,0.940766551,0.900452489,0.943127962,0.921296296,0.900696864,0.846153846,0.89047619,0.86774942,0.912891986,0.895927602,0.88,0.887892377,0.932055749,0.877828054,0.941747573,0.908665105,0.885017422,0.846153846,0.853881279,0.85
knn,SVD,0.846689895,0.938864629,0.743944637,0.83011583,0.904181185,0.886462882,0.875,0.880694143,0.900696864,0.877729258,0.873913043,0.875816993,0.926829268,0.947598253,0.87854251,0.911764706,0.916376307,0.92139738,0.875518672,0.89787234,0.902439024,0.908296943,0.855967078,0.881355932,0.890243902,0.899563319,0.837398374,0.867368421,0.933797909,0.951965066,0.889795918,0.919831224,0.857142857,0.816593886,0.823788546,0.820175439
knn,SVD,0.858885017,0.896860987,0.775193798,0.831600832,0.898954704,0.887892377,0.857142857,0.872246696,0.900696864,0.843049327,0.895238095,0.868360277,0.928571429,0.910313901,0.90625,0.908277405,0.944250871,0.919282511,0.936073059,0.92760181,0.895470383,0.905829596,0.838174274,0.870689655,0.904181185,0.892376682,0.865217391,0.878587196,0.940766551,0.932735426,0.916299559,0.924444444,0.817073171,0.784753363,0.754310345,0.769230769
knn,SVD,0.865853659,0.923423423,0.773584906,0.841889117,0.911149826,0.905405405,0.87012987,0.887417219,0.900696864,0.878378378,0.866666667,0.872483221,0.930313589,0.900900901,0.917431193,0.909090909,0.926829268,0.90990991,0.901785714,0.905829596,0.881533101,0.90990991,0.808,0.855932203,0.907665505,0.887387387,0.875555556,0.881431767,0.926829268,0.900900901,0.909090909,0.904977376,0.858885017,0.86036036,0.79253112,0.825053996
knn,SVD,0.841463415,0.905172414,0.752688172,0.821917808,0.890243902,0.862068966,0.865800866,0.863930886,0.883275261,0.836206897,0.869955157,0.852747253,0.905923345,0.831896552,0.927884615,0.877272727,0.904181185,0.879310345,0.883116883,0.881209503,0.87456446,0.88362069,0.82,0.850622407,0.890243902,0.875,0.856540084,0.865671642,0.905923345,0.88362069,0.88362069,0.88362069,0.831010453,0.840517241,0.764705882,0.800821355
knn,SVD,0.87456446,0.933628319,0.787313433,0.854251012,0.930313589,0.889380531,0.930555556,0.909502262,0.897212544,0.805309735,0.923857868,0.860520095,0.93554007,0.880530973,0.95215311,0.914942529,0.928571429,0.867256637,0.946859903,0.905311778,0.902439024,0.827433628,0.916666667,0.869767442,0.923344948,0.871681416,0.929245283,0.899543379,0.933797909,0.880530973,0.947619048,0.912844037,0.855400697,0.761061947,0.855721393,0.805620609
knn,SVD,0.831010453,0.913043478,0.705223881,0.795789474,0.886759582,0.884057971,0.816964286,0.849187935,0.881533101,0.850241546,0.82629108,0.838095238,0.923344948,0.93236715,0.865470852,0.897674419,0.926829268,0.93236715,0.873303167,0.901869159,0.888501742,0.90821256,0.806866953,0.854545455,0.900696864,0.903381643,0.834821429,0.86774942,0.919860627,0.922705314,0.864253394,0.892523364,0.831010453,0.797101449,0.75,0.772833724
knn,SVD,0.864111498,0.931506849,0.764044944,0.839506173,0.900696864,0.904109589,0.846153846,0.874172185,0.898954704,0.844748858,0.885167464,0.864485981,0.93554007,0.9543379,0.88559322,0.918681319,0.930313589,0.908675799,0.908675799,0.908675799,0.911149826,0.894977169,0.875,0.884875847,0.902439024,0.890410959,0.859030837,0.874439462,0.918118467,0.940639269,0.858333333,0.897603486,0.87804878,0.872146119,0.819742489,0.845132743
knn,SVD,0.846689895,0.902654867,0.755555556,0.822580645,0.87804878,0.840707965,0.848214286,0.844444444,0.898954704,0.853982301,0.885321101,0.869369369,0.926829268,0.933628319,0.886554622,0.909482759,0.926829268,0.942477876,0.880165289,0.91025641,0.897212544,0.876106195,0.864628821,0.87032967,0.888501742,0.880530973,0.843220339,0.861471861,0.926829268,0.907079646,0.907079646,0.907079646,0.817073171,0.805309735,0.748971193,0.776119403
knn,SVD,0.851916376,0.894009217,0.7578125,0.820295983,0.918118467,0.903225806,0.882882883,0.892938497,0.898954704,0.829493088,0.895522388,0.861244019,0.93728223,0.926267281,0.909502262,0.917808219,0.940766551,0.930875576,0.914027149,0.922374429,0.898954704,0.875576037,0.859728507,0.867579909,0.918118467,0.894009217,0.889908257,0.891954023,0.933797909,0.917050691,0.908675799,0.912844037,0.857142857,0.824884793,0.802690583,0.813636364
knn,SVD,0.834494774,0.890350877,0.743589744,0.810379242,0.891986063,0.864035088,0.864035088,0.864035088,0.905923345,0.859649123,0.899082569,0.878923767,0.925087108,0.885964912,0.922374429,0.903803132,0.923344948,0.881578947,0.922018349,0.901345291,0.87804878,0.872807018,0.829166667,0.85042735,0.898954704,0.881578947,0.86637931,0.873913043,0.879790941,0.736842105,0.949152542,0.82962963,0.851916376,0.798245614,0.823529412,0.810690423
knn,SVD,0.914634146,0.960352423,0.84496124,0.898969072,0.881533101,0.933920705,0.8,0.861788618,0.879790941,0.9030837,0.813492063,0.855949896,0.916376307,0.964757709,0.845559846,0.901234568,0.900696864,0.960352423,0.819548872,0.884381339,0.891986063,0.925110132,0.823529412,0.871369295,0.893728223,0.942731278,0.816793893,0.875255624,0.900696864,0.960352423,0.819548872,0.884381339,0.865853659,0.832599119,0.828947368,0.830769231
knn,SVD,0.860627178,0.894957983,0.794776119,0.841897233,0.888501742,0.836134454,0.888392857,0.861471861,0.898954704,0.831932773,0.916666667,0.872246696,0.905923345,0.81092437,0.955445545,0.877272727,0.914634146,0.827731092,0.96097561,0.889390519,0.895470383,0.827731092,0.912037037,0.86784141,0.886759582,0.844537815,0.877729258,0.860813704,0.900696864,0.806722689,0.945812808,0.870748299,0.862369338,0.781512605,0.873239437,0.824833703
knn,SVD,0.843205575,0.906976744,0.735849057,0.8125,0.909407666,0.865116279,0.889952153,0.877358491,0.898954704,0.855813953,0.872037915,0.863849765,0.926829268,0.879069767,0.92195122,0.9,0.925087108,0.874418605,0.921568627,0.897374702,0.902439024,0.874418605,0.866359447,0.87037037,0.902439024,0.902325581,0.847161572,0.873873874,0.925087108,0.874418605,0.921568627,0.897374702,0.834494774,0.8,0.767857143,0.783599089
knn,SVD,0.829268293,0.933920705,0.718644068,0.812260536,0.900696864,0.925110132,0.84,0.880503145,0.897212544,0.9030837,0.847107438,0.874200426,0.930313589,0.929515419,0.89787234,0.913419913,0.930313589,0.938325991,0.891213389,0.91416309,0.898954704,0.911894273,0.844897959,0.877118644,0.904181185,0.933920705,0.841269841,0.885177453,0.932055749,0.942731278,0.891666667,0.916488223,0.844947735,0.850220264,0.778225806,0.812631579
knn,SVD,0.831010453,0.9375,0.698924731,0.800821355,0.916376307,0.918269231,0.86036036,0.888372093,0.928571429,0.918269231,0.888372093,0.903073286,0.944250871,0.947115385,0.903669725,0.924882629,0.954703833,0.947115385,0.929245283,0.938095238,0.898954704,0.889423077,0.840909091,0.864485981,0.914634146,0.942307692,0.841201717,0.888888889,0.945993031,0.947115385,0.907834101,0.927058824,0.857142857,0.870192308,0.766949153,0.815315315
knn,SVD,0.848432056,0.88372093,0.753968254,0.813704497,0.890243902,0.851162791,0.855140187,0.853146853,0.916376307,0.860465116,0.911330049,0.885167464,0.93728223,0.925581395,0.908675799,0.917050691,0.932055749,0.920930233,0.9,0.910344828,0.904181185,0.888372093,0.86036036,0.874141876,0.897212544,0.855813953,0.867924528,0.861826698,0.930313589,0.920930233,0.895927602,0.908256881,0.837979094,0.76744186,0.793269231,0.780141844
knn,SVD,0.839721254,0.878378378,0.75,0.809128631,0.885017422,0.801801802,0.89,0.843601896,0.902439024,0.842342342,0.899038462,0.869767442,0.921602787,0.842342342,0.949238579,0.892601432,0.933797909,0.846846847,0.979166667,0.90821256,0.907665505,0.855855856,0.900473934,0.877598152,0.890243902,0.828828829,0.880382775,0.853828306,0.925087108,0.855855856,0.945273632,0.898345154,0.827526132,0.801801802,0.763948498,0.782417582
knn,SVD,0.848432056,0.876651982,0.771317829,0.820618557,0.897212544,0.823788546,0.90776699,0.863741339,0.883275261,0.837004405,0.863636364,0.850111857,0.923344948,0.898678414,0.906666667,0.902654867,0.932055749,0.894273128,0.931192661,0.912359551,0.885017422,0.837004405,0.867579909,0.852017937,0.895470383,0.837004405,0.892018779,0.863636364,0.926829268,0.894273128,0.918552036,0.90625,0.825783972,0.718061674,0.819095477,0.765258216
knn,SVD,0.841463415,0.910313901,0.740875912,0.816901408,0.907665505,0.874439462,0.886363636,0.880361174,0.898954704,0.847533632,0.887323944,0.866972477,0.930313589,0.932735426,0.892703863,0.912280702,0.933797909,0.914798206,0.914798206,0.914798206,0.897212544,0.883408072,0.856521739,0.869757174,0.902439024,0.905829596,0.852320675,0.87826087,0.909407666,0.860986547,0.901408451,0.880733945,0.836236934,0.811659193,0.776824034,0.793859649
