0.000000000000000000e+00,1.000000000000000000e+00,3.599999999999999867e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.199999999999999845e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.010542921220396684e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000355e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.399999999999999911e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02
1.000000000000000000e+00,1.000000000000000000e+00,7.600000000000000089e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000311e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.010542921220396684e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.010542921220396684e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.800000000000000044e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.799999999999999822e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.804670968302592216e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.010542921220396684e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.199999999999999956e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.010542921220396684e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.799999999999999933e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.199999999999999956e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000533e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.799999999999999933e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.199999999999999956e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.399999999999999467e-01
